id	source_site	city	role	experience	degree	tags	evidence_level	source_url	collected_at
119	猎聘	上海	全栈开发工程师（React + Java + AI Agent，申通快递）	1-3年	本科	agent_core,business_delivery,engineering_reliability	full_detail	https://www.liepin.com/job/1981454911.shtml	2026-07-17
120	猎聘	深圳	AI Agent 前端开发工程师（绿联科技）	未注明	未注明	agent_core,engineering_reliability,tools_mcp	public_summary	https://www.liepin.com/job/1983680297.shtml	2026-07-17
121	猎聘	杭州	大模型应用工程师	3-5年	硕士	agent_core,engineering_reliability,model_training_posttraining,rag_context_memory	full_detail	https://www.liepin.com/job/1968305949.shtml	2026-07-17
122	猎聘	西安	资深 AI Agent 开发工程师/架构师（Python/Go）	5年以上	未注明	agent_core,engineering_reliability,framework_specific,inference_serving,rag_context_memory,tools_mcp	full_detail	https://www.liepin.com/a/76744575.shtml	2026-07-17
123	猎聘	广州	资深 AI Agent 开发工程师（绿瘦健康产业集团）	1-3年	本科	agent_core,business_delivery,engineering_reliability	title_only	https://m.liepin.com/company/876434/	2026-07-17
124	猎聘	北京	Agent 智能体平台高级研发工程师/专家	5-10年	本科	agent_core,business_delivery,engineering_reliability	title_only	https://m.liepin.com/zpkshptyfgcsd3a9/	2026-07-17
125	猎聘	上海	研发效能与 AI 平台全栈工程师（Agent 方向）	10年以上	学历不限	agent_core,business_delivery,engineering_reliability	title_only	https://m.liepin.com/zpkshptyfgcsd3a9/	2026-07-17
126	猎聘	上海	AI Agent 应用开发工程师（新智认知）	5年以上	本科	agent_core,business_delivery,engineering_reliability	title_only	https://m.liepin.com/company/13006787/	2026-07-17
127	猎聘	北京	大模型应用开发工程师（零点有数）	5-8年	本科	agent_core,engineering_reliability,rag_context_memory	title_only	https://m.liepin.com/city-bj/zpmcuyykfgcsb3v9/	2026-07-17
128	猎聘	北京	智能体应用开发工程师（泰康在线）	5年以上	本科	agent_core,business_delivery,engineering_reliability	title_only	https://m.liepin.com/city-bj/zpmcuyykfgcsb3v9/	2026-07-17
129	猎聘	北京	大模型应用开发工程师（宜信）	3-5年	本科	agent_core,engineering_reliability,rag_context_memory	title_only	https://m.liepin.com/city-bj/zpmcuyykfgcsb3v9/	2026-07-17
130	猎聘	北京	Agent 应用开发工程师（大型人工智能公司）	3-5年	学历不限	agent_core,engineering_reliability	title_only	https://m.liepin.com/city-bj/zpmcuyykfgcsb3v9/	2026-07-17
131	猎聘	北京	Agent 应用开发工程师（人工智能上市公司）	5-10年	本科	agent_core,business_delivery,engineering_reliability	title_only	https://m.liepin.com/city-bj/zpmcuyykfgcsb3v9/	2026-07-17
132	猎聘	北京	Agent 应用开发高级工程师	5-10年	本科	agent_core,business_delivery,engineering_reliability	title_only	https://m.liepin.com/city-bj/zpmcuyykfgcsb3v9/	2026-07-17
133	猎聘	杭州	蚂蚁集团-风控策略智能体研发工程师	3-5年	本科	agent_core,business_delivery,evaluation_observability,security_governance	title_only	https://m.liepin.com/zpmyjsptyfgcsc12x/	2026-07-17
134	猎聘	上海	蚂蚁集团-Java 研发工程师（RAG 检索方向）	3-5年	本科	engineering_reliability,rag_context_memory	title_only	https://m.liepin.com/zpmyjsptyfgcsc12x/	2026-07-17
135	猎聘	苏州	AI 算法工程师（全栈 RAG 大模型落地）	3-5年	本科	engineering_reliability,model_training_posttraining,rag_context_memory	title_only	https://m.liepin.com/city-suzhou/zpmxqygcs8o2m/	2026-07-17
136	猎聘	苏州	AI 算法工程师（时序预测+大模型 Agent）	1-3年	本科	agent_core,business_delivery,model_training_posttraining	title_only	https://m.liepin.com/city-suzhou/zpmxqygcs8o2m/	2026-07-17
137	猎聘	苏州	具身智能算法工程师（大模型应用与智能体方向）	1-3年	硕士	agent_core,inference_serving,model_training_posttraining	title_only	https://m.liepin.com/city-suzhou/zpmxqygcs8o2m/	2026-07-17
